college_id,college_name,college_full_name,city,state,ownership,nirf_rank,college_type,accreditation,website,contact_email,contact_phone,established_year,campus_size_acres,total_seats,hostel_available,girls_hostel,boys_hostel,sports_facilities,library,placement_cell,international_tie_ups,stream,course,course_specialization,degree_type,duration_years,entrance_exam,cutoff_type,cutoff_value_general,cutoff_value_obc,cutoff_value_sc,cutoff_value_st,cutoff_value_pwd,min_12th_percent_general,min_12th_percent_obc,min_12th_percent_sc,min_12th_percent_st,subjects_required_12th,lateral_entry_available,fees_annual_inr,fees_total_inr,scholarship_available,scholarship_details,placement_avg_lpa,placement_highest_lpa,top_recruiters,course_seats,reservation_general_percent,reservation_obc_percent,reservation_sc_percent,reservation_st_percent,reservation_pwd_percent,reservation_ews_percent,application_mode,application_start_date,application_end_date,counselling_date,admission_date,document_checklist,admission_steps,eligibility,capitation_fee,management_quota_available,nri_quota_available,foreign_national_quota,news_updates,tier
11,SRM University Chennai,"SRM Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,18,Engineering,NAAC A+,https://www.srmist.edu.in,admissions@srmuniversitych.ac.in,044-33424240,1985,530,1724,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,5990,2713,8011,15474,40802,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1400000,5600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,14.9,38 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",83,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmist.edu.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,Check CUET UG 2026 colleges list here | CUET UG 2026 photo correction window opens,1
12,SRM University Chennai,"SRM Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,18,Engineering,NAAC A+,https://www.srmist.edu.in,admissions@srmuniversitych.ac.in,044-43657597,1985,342,550,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering in Artificial Intelligence and Machine Learning,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,4110,5136,20768,12644,46388,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1400000,5600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,14.9,38 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",107,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmist.edu.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,Check CUET UG 2026 colleges list here | CUET UG 2026 photo correction window opens,1
13,SRM University Chennai,"SRM Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,18,Engineering,NAAC A+,https://www.srmist.edu.in,admissions@srmuniversitych.ac.in,044-27324765,1985,278,579,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,3125,6359,21099,18835,23315,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1400000,5600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,14.9,38 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",87,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmist.edu.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,Check CUET UG 2026 colleges list here | CUET UG 2026 photo correction window opens,1
14,SRM University Chennai,"SRM Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,18,Engineering,NAAC A+,https://www.srmist.edu.in,admissions@srmuniversitych.ac.in,044-48174921,1985,623,346,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering with Specialization in Artificial Intelligence and Machine Learning,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,4669,2871,8237,21847,34365,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1400000,5600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,14.9,38 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",103,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmist.edu.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,Check CUET UG 2026 colleges list here | CUET UG 2026 photo correction window opens,1
15,SRM University Chennai,"SRM Institute of Science and Technology, Chennai",Chennai,Tamil Nadu,Deemed,18,Engineering,NAAC A+,https://www.srmist.edu.in,admissions@srmuniversitych.ac.in,044-40001610,1985,464,1280,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering in Cyber Security,UG,4,JEE Main; SRMJEEE,JEE Rank / Marks,5463,6814,12051,12587,37665,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1400000,5600000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,14.9,38 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",101,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.srmist.edu.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,Check CUET UG 2026 colleges list here | CUET UG 2026 photo correction window opens,1
16,VIT Vellore,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,Deemed,11,Engineering,NAAC A++,https://vit.ac.in,admissions@vitvellore.ac.in,044-43992115,1984,645,2067,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering,UG,4,VITEEE,JEE Rank / Marks,5954,3589,20965,19889,43609,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,780000,3120000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,16.6,80 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",89,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://vit.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VITEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VITEEE score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,Admissions open for 2026-27 batch at VIT Vellore,1
17,VIT Vellore,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,Deemed,11,Engineering,NAAC A++,https://vit.ac.in,admissions@vitvellore.ac.in,044-27297821,1984,354,1424,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,VITEEE,JEE Rank / Marks,3016,5854,19611,27306,18164,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,780000,3120000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,16.6,80 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",35,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://vit.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VITEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VITEEE score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,Admissions open for 2026-27 batch at VIT Vellore,1
18,VIT Vellore,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,Deemed,11,Engineering,NAAC A++,https://vit.ac.in,admissions@vitvellore.ac.in,044-29387850,1984,777,2281,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Machine Learning,UG,4,VITEEE,JEE Rank / Marks,4422,10596,14554,10766,42437,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,780000,3120000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,16.6,80 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",92,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://vit.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VITEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VITEEE score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,Admissions open for 2026-27 batch at VIT Vellore,1
19,VIT Vellore,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,Deemed,11,Engineering,NAAC A++,https://vit.ac.in,admissions@vitvellore.ac.in,044-27835270,1984,609,919,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Mechanical Engineering,UG,4,VITEEE,JEE Rank / Marks,5969,7818,19229,9726,25483,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,780000,3120000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,16.6,80 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",79,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://vit.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VITEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VITEEE score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,Admissions open for 2026-27 batch at VIT Vellore,1
20,VIT Vellore,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,Deemed,11,Engineering,NAAC A++,https://vit.ac.in,admissions@vitvellore.ac.in,044-20941262,1984,604,2018,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,VITEEE,JEE Rank / Marks,3140,5218,6064,18501,33024,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,780000,3120000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,16.6,80 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",77,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://vit.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (VITEEE); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid VITEEE score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,Admissions open for 2026-27 batch at VIT Vellore,1
21,"Amrita Vishwa Vidyapeetham, Coimbatore","Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,Deemed,6,Engineering,NAAC A++,https://www.amritavishwavidyapee.ac.in,admissions@amritavishwavid.ac.in,044-47473684,1994,681,1581,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering,UG,4,JEE Main; AEEE,JEE Rank / Marks,1863,8460,18702,18996,29175,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1800000,7200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,19.6,72 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",64,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.amritavishwavidyapee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,"Amrita Vishwa Vidyapeetham, Coimbatore admission 2026 is open. Students can apply via the official website. | On March 7, 2026, AVV Coimbatore hosted the CEO Connect leadership conclave for MBA students.",1
22,"Amrita Vishwa Vidyapeetham, Coimbatore","Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,Deemed,6,Engineering,NAAC A++,https://www.amritavishwavidyapee.ac.in,admissions@amritavishwavid.ac.in,044-32109778,1994,65,984,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,JEE Main; AEEE,JEE Rank / Marks,4943,5441,11613,7567,28100,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1800000,7200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,19.6,72 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",95,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.amritavishwavidyapee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,"Amrita Vishwa Vidyapeetham, Coimbatore admission 2026 is open. Students can apply via the official website. | On March 7, 2026, AVV Coimbatore hosted the CEO Connect leadership conclave for MBA students.",1
23,"Amrita Vishwa Vidyapeetham, Coimbatore","Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,Deemed,6,Engineering,NAAC A++,https://www.amritavishwavidyapee.ac.in,admissions@amritavishwavid.ac.in,044-46635359,1994,597,2474,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence,UG,4,JEE Main; AEEE,JEE Rank / Marks,508,9929,8089,7971,27126,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1800000,7200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,19.6,72 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",62,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.amritavishwavidyapee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,"Amrita Vishwa Vidyapeetham, Coimbatore admission 2026 is open. Students can apply via the official website. | On March 7, 2026, AVV Coimbatore hosted the CEO Connect leadership conclave for MBA students.",1
24,"Amrita Vishwa Vidyapeetham, Coimbatore","Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,Deemed,6,Engineering,NAAC A++,https://www.amritavishwavidyapee.ac.in,admissions@amritavishwavid.ac.in,044-26487443,1994,531,2135,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,JEE Main; AEEE,JEE Rank / Marks,5365,9824,20293,22116,17408,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,1800000,7200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,19.6,72 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",119,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.amritavishwavidyapee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,"Amrita Vishwa Vidyapeetham, Coimbatore admission 2026 is open. Students can apply via the official website. | On March 7, 2026, AVV Coimbatore hosted the CEO Connect leadership conclave for MBA students.",1
25,"Amrita Vishwa Vidyapeetham, Coimbatore","Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,Deemed,6,Engineering,NAAC A++,https://www.amritavishwavidyapee.ac.in,admissions@amritavishwavid.ac.in,044-37084820,1994,197,1815,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering Artificial Intelligence,UG,4,JEE Main; AEEE,JEE Rank / Marks,426,10838,19785,11389,32960,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,1800000,7200000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,19.6,72 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",45,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.amritavishwavidyapee.ac.in; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,"Amrita Vishwa Vidyapeetham, Coimbatore admission 2026 is open. Students can apply via the official website. | On March 7, 2026, AVV Coimbatore hosted the CEO Connect leadership conclave for MBA students.",1
26,SASTRA University Thanjavur,"Shanmugha Arts Science Technology Research and Academy, Thanjavur",Thanjavur,Tamil Nadu,Deemed,42,Engineering,NAAC A+,https://www.sastra.edu,admissions@sastrauniversit.ac.in,044-43883278,1984,123,2096,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Engineering,UG,4,JEE Main,JEE Rank / Marks,1238,7218,14462,17583,25999,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,360000,1440000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,11.6,61 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",105,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.sastra.edu; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,"CUET UG 2026 examination will be conducted from May 11-31, 2026. | JEE Main 2026 results for session 2 are expected to be declared on April 20, 2026.",1
27,SASTRA University Thanjavur,"Shanmugha Arts Science Technology Research and Academy, Thanjavur",Thanjavur,Tamil Nadu,Deemed,42,Engineering,NAAC A+,https://www.sastra.edu,admissions@sastrauniversit.ac.in,044-43148258,1984,772,1552,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,JEE Main,JEE Rank / Marks,512,4637,15415,9218,45011,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,360000,1440000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,11.6,61 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",103,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.sastra.edu; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,"CUET UG 2026 examination will be conducted from May 11-31, 2026. | JEE Main 2026 results for session 2 are expected to be declared on April 20, 2026.",1
28,SASTRA University Thanjavur,"Shanmugha Arts Science Technology Research and Academy, Thanjavur",Thanjavur,Tamil Nadu,Deemed,42,Engineering,NAAC A+,https://www.sastra.edu,admissions@sastrauniversit.ac.in,044-34729173,1984,514,1278,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Mechanical Engineering,UG,4,JEE Main,JEE Rank / Marks,2860,4559,14263,20339,37908,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,360000,1440000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,11.6,61 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",61,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.sastra.edu; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,No,Yes,Yes,Yes,"CUET UG 2026 examination will be conducted from May 11-31, 2026. | JEE Main 2026 results for session 2 are expected to be declared on April 20, 2026.",1
29,SASTRA University Thanjavur,"Shanmugha Arts Science Technology Research and Academy, Thanjavur",Thanjavur,Tamil Nadu,Deemed,42,Engineering,NAAC A+,https://www.sastra.edu,admissions@sastrauniversit.ac.in,044-20688279,1984,509,1649,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science Engineering With Specialization in Artificial Intelligence and Data Science,UG,4,JEE Main,JEE Rank / Marks,4359,2983,22074,20679,29758,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,360000,1440000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,11.6,61 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",58,50,27,15,7.5,3,10,Online via Institution Website,2026-01-01,2026-06-30,2026-07-10,2026-08-01,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Register at https://www.sastra.edu; 2. Fill online application; 3. Upload documents; 4. Appear for entrance exam (JEE Main); 5. Attend counselling; 6. Pay fees; 7. Report to college,Passed 12th Std with PCM. Min 55% marks. Valid JEE Main score required. Age limit: Max 25 years.,Yes,Yes,Yes,Yes,"CUET UG 2026 examination will be conducted from May 11-31, 2026. | JEE Main 2026 results for session 2 are expected to be declared on April 20, 2026.",1
